,Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total,coordinates
1958,OXNARD ST,W/O,LAUREL CANYON BL,AUTO,EV,February 25 2014,TUE,17048.0,16791.0,0.0,0.0,33839.0,"(34.1794645, -118.3964669)"
1959,OXNARD ST  ,W/O,LAUREL CANYON BL,MAN,EV,May 04 2011,WED,,3664.0,,,3664.0,"(34.1794645, -118.3964669)"
1960,PACFIC AV,AT,38 th ST,MAN,SR,August 13 2013,TUE,0.0,0.0,1636.0,2209.0,3845.0,"(33.7096376, -118.2879488)"
1961,PACIFIC AV,S/O,FRONT ST,AUTO,HW,August 03 2011,WED,,,107.0,108.0,215.0,"(33.7511328, -118.2872272)"
1962,PACIFIC AV,AT,SANTA CRUZ ST,AUTO,WR,January 24 2011,MON,,,166.0,175.0,341.0,"(33.7442081, -118.2879014)"
1963,PACIFIC AV,AT,O'FARRELL ST,AUTO,HW,August 04 2011,THU,,,308.0,274.0,582.0,"(33.7433514, -118.2882614)"
1964,PACIFIC AV,AT,WADE ST,AUTO,WR,May 12 2014,MON,837.0,514.0,0.0,0.0,1351.0,"(34.0004833, -118.4372973)"
1965,PACIFIC AV,AT,7 th ST,AUTO,WV,August 31 2011,WED,2723.0,3497.0,,,6220.0,"(33.7378588, -118.2879286)"
1966,PACIFIC AV,AT,17 th ST,MAN,SR,November 01 2012,THU,0.0,0.0,9231.0,7922.0,17153.0,"(33.72878900000001, -118.2879766)"
1967,PACIFIC AV,AT,13 th ST,MAN,SR,October 25 2012,THU,0.0,0.0,9595.0,8455.0,18050.0,"(33.7324194, -118.2879533)"
1968,PACIFIC AV,AT,4 th ST,AUTO,SR,April 07 2014,MON,0.0,0.0,10560.0,8459.0,19019.0,"(34.0270976, -118.4087677)"
1969,PACIFIC AV,AT,O'FARRELL ST,MAN,SR,November 14 2012,WED,0.0,0.0,11437.0,8815.0,20252.0,"(33.7433514, -118.2882614)"
1970,PACIFIC AV,AT,7 th ST,MAN,SR,November 07 2012,WED,0.0,0.0,14241.0,11080.0,25321.0,"(33.7378588, -118.2879286)"
1971,PACIFIC AV,AT,ROSE AV,MAN,WR,August 06 2013,TUE,0.0,0.0,14340.0,13127.0,27467.0,"(33.9956758, -118.478619)"
1972,PACIFIC COAST HWY,AT,FIGUEROA ST,AUTO,HW,March 08 2011,TUE,,,2519.0,4129.0,6648.0,"(33.7904718, -118.2810525)"
1973,PACIFICA AV,AT,21 st ST,MAN,SR,March 25 2014,TUE,0.0,0.0,5382.0,4420.0,9802.0,"(33.959192, -118.430575)"
1974,PACKARD ST,AT,OGDEN DR,MAN,HW,January 07 2013,TUE,559.0,515.0,0.0,0.0,1074.0,"(34.0529551, -118.3637579)"
1975,PACKARD ST,AT,OGDEN DR,AUTO,HW,October 08 2013,TUE,639.0,583.0,0.0,0.0,1222.0,"(34.0529551, -118.3637579)"
1976,PACKARD ST,AT,BURNSIDE AV,AUTO,HW,September 19 2013,THU,883.0,846.0,0.0,0.0,1729.0,"(34.0503509, -118.353199)"
1977,PACKARD ST   (EAST JOG),AT,BURNSIDE AV / DUNSMUIR AV,MAN,HW,December 05 2013,THU,635.0,698.0,0.0,0.0,1333.0,"(34.0503509, -118.353199)"
1978,PALA AV,AT,VAN NUYS BL,AUTO,HW,March 08 2011,TUE,,,4438.0,4582.0,9020.0,"(34.2681654, -118.419291)"
1979,PALA AV,AT,VAN NUYS BL,AUTO,HW,March 08 2011,TUE,,,6437.0,6131.0,12568.0,"(34.2681654, -118.419291)"
1980,PALISADES DR,AT,CALVARY CHURCH DWY,AUTO,HW,March 09 2011,WED,,,4111.0,2159.0,6270.0,"(34.0484781, -118.5531312)"
1981,PALISADES DR,AT,AVENIDA DE SANTA YNEZ,AUTO,HW,March 08 2011,TUE,,,3398.0,4858.0,8256.0,"(34.070385, -118.5617836)"
1982,PALISADES DR,AT,PALISADES CIR  South I/S,AUTO,WV,July 08 2011,FRI,,,16187.0,17620.0,33807.0,"(34.0723476, -118.5635221)"
1983,PALISADES DR,AT ,PIEDRA MORADA DR,AUTO,WV,July 08 2011,FRI,,,18561.0,18148.0,36709.0,"(34.0728806, -118.5512891)"
1984,PALOS VERDES DR,W/O,GAFFEY ST,AUT,SR,May 02 2013,THU,12778.0,10729.0,0.0,0.0,23507.0,"(33.7820822, -118.2974919)"
1985,PALOS VERDES DR,AT,ATHENA AV,AUT,SR,May 02 2013,THU,13376.0,11814.0,0.0,0.0,25190.0,"(33.7797761, -118.3044923)"
1986,PALOS VERDES ST,AT,14 th ST,AUTO,WV,July 13 2011,WED,,,19365.0,16754.0,36119.0,"(33.7314874, -118.2814111)"
1987,PALOS VERDES ST,AT,9 th ST,AUTO,WV,July 13 2011,WED,,,17006.0,19157.0,36163.0,"(33.7360201, -118.2813913)"
1988,PARK GROVE AV,AT,WASHINGTON BL,AUTO,WV,July 13 2011,WED,,,21522.0,18062.0,39584.0,"(34.0362734, -118.2762263)"
1989,PARK WESTERN DR,AT,PARK WESTERN PL,AUTO,WV,July 14 2011,THU,,,15892.0,18729.0,34621.0,"(33.7540221, -118.3048467)"
1990,PARTHENIA ST,W/O,VAN NUYS BL,AUTO,WV,July 14 2011,THU,,,19095.0,19170.0,38265.0,"(34.22885950000001, -118.4502658)"
1991,PARTHENIA ST  North I/S,E/O,VAN NUYS BL,MAN,WV,August 09 2011,TUE,,,16838.0,17005.0,33842.0,"(34.2286469, -118.5249674)"
1992,PARTHENIA ST / MONTAGUE ST,AT,WOODMAN AV,AUTO,EV,May 15 2014,THU,703.0,1777.0,0.0,0.0,2480.0,"(34.2296941, -118.4362112)"
1993,PATTON AV,AT,27 th ST,AUTO,SR,January 14 2014,TUE,0.0,0.0,2290.0,2272.0,4562.0,"(33.7187865, -118.3050191)"
1994,PATTON AV,AT,26 th ST,AUTO,SR,January 14 2014,TUE,0.0,0.0,2541.0,3213.0,5754.0,"(33.7208097, -118.3056628)"
1995,PATTON AV,AT,9 th ST,AUTO,WV,August 24 2011,WED,,,16415.0,18403.0,34818.0,"(33.736106, -118.3055868)"
1996,PATTON ST,AT,TEMPLE ST,AUTO,WV,August 29 2011,MON,,,20616.0,21816.0,42432.0,"(34.0675117, -118.2577736)"
1997,PAXTON ST,AT,ARLETA AV,MAN,EV,October 31 2013,THU,5433.0,0.0,0.0,0.0,5433.0,"(34.2599535, -118.4449851)"
1998,PENFIELD AV,AT,VENTURA BL,MAN,WV,September 10 2013,TUE,0.0,0.0,902.0,125.0,1027.0,"(34.1716768, -118.5690109)"
1999,PERSHING DR  N/B RAMP ,AT,WORLD WAY WEST,AUTO,WV,September 07 2011,WED,,,17287.0,16472.0,33759.0,"(33.9454341, -118.4363821)"
2000,PERSHING DR  N/B RAMP ,AT,WORLD WAY WEST,AUTO,WV,September 01 2011,THU,,,17937.0,17079.0,35016.0,"(33.9420506, -118.4230794)"
2001,PERSHING DR  N/B RAMP ,AT,WORLD WAY WEST,AUTO,WV,August 29 2011,MON,,,17475.0,17647.0,35122.0,"(33.9420506, -118.4230794)"
2002,PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 11 2013,SUN,1973.0,0.0,0.0,0.0,1973.0,"(33.9420506, -118.4230794)"
2003,PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 10 2013,SAT,2291.0,0.0,0.0,0.0,2291.0,"(33.9420506, -118.4230794)"
2004,PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 09 2013,FRI,3684.0,0.0,0.0,0.0,3684.0,"(33.9420506, -118.4230794)"
2005,PICO BL,AT,GATEWAY BL,MAN,WR,February 13 2014,THU,0.0,296.0,0.0,0.0,296.0,"(34.0336745, -118.4418816)"
2006,PICO BL,AT,DUNSMUIR AV,AUTO,HW,July 29 2011,FRI,,,2909.0,149.0,3058.0,"(34.0483206, -118.353773)"
2007,PICO BL,AT,COCHRAN AV,AUTO,HW,July 29 2011,FRI,,,3019.0,1702.0,4721.0,"(34.0482381, -118.3527142)"
2008,PICO BL,AT,KENMORE AV,MAN,CR,April 09 2013,TUE,9207.0,9426.0,0.0,0.0,18633.0,"(34.0472431, -118.2970112)"
2009,PICO BL,AT,KENMORE AV,AUT,CR,April 09 2013,TUE,10436.0,11634.0,0.0,0.0,22070.0,"(34.0472431, -118.2970112)"
2010,PICO BL,AT,KENMORE AV,AUT,CR,April 10 2013,WED,10379.0,11873.0,0.0,0.0,22252.0,"(34.0472431, -118.2970112)"
2011,PICO BL,AT,KENMORE AV,AUT,CR,April 11 2013,THU,10624.0,12149.0,0.0,0.0,22773.0,"(34.0472431, -118.2970112)"
2012,PICO BL,AY,WINDSOR BL   (WEST JOG),AUTO,HW,December 16 2013,MON,12524.0,12860.0,0.0,0.0,25384.0,"(34.0480818, -118.3295106)"
2013,PICO BL,AT,LA CIENEGA BL,AUT,CR,April 18 2013,THU,15728.0,17838.0,0.0,0.0,33566.0,"(34.0533423, -118.3761514)"
2014,PICO BL ,AT,4 th ST,AUTO,CR,December 18 2012,TUE,111.0,154.0,0.0,0.0,265.0,"(34.00959510000001, -118.487336)"
2015,PICO BL ,AT,ARLINGTON AV,MAN,CR,December 19 2012,WED,0.0,569.0,0.0,0.0,569.0,"(34.0471874, -118.3175883)"
2016,PICO BL ,AT,REDONDO BL,AUTO,WR,September 29 2011,THU,364.0,565.0,,,929.0,"(34.0479941, -118.3492836)"
2017,PICO BL ,AT,VICTORIA AV,AUTO,EV,October 19 2011,WED,,5294.0,,,5294.0,"(34.04789969999999, -118.3280846)"
2018,PICO BL ,AT,ALVIRA AT,AUTO,HW,July 29 2011,FRI,,,3547.0,1829.0,5376.0,"(34.0528912, -118.3738131)"
2019,PICO BL ,AT,CHERRY ST,MAN,WR,January 05 2011,WED,3250.0,2515.0,,,5765.0,"(34.0404478, -118.2669881)"
2020,PICO BL ,AT,BONNIE BRAE ST,AUTO,WR,November 29 2011,TUE,,,2062.0,4023.0,6085.0,"(34.0459967, -118.2799379)"
2021,PICO BL ,AT,VAN NESS AV,AUTO,WR,November 28 2011,MON,,,3386.0,3225.0,6611.0,"(34.0471806, -118.3157128)"
2022,PICO BL ,AT,COCHRAN AV,AUTO,HW,August 01 2011,MON,,,4347.0,2412.0,6759.0,"(34.0482381, -118.3527142)"
2023,PICO BL ,AT,MAGNOLIA AV,AUTO,WR,November 29 2011,TUE,,,4037.0,2857.0,6894.0,"(34.0472835, -118.2864113)"
2024,PICO BL ,AT,CATALINA ST,AUTO,WR,November 28 2011,MON,,,4534.0,2373.0,6907.0,"(34.0472559, -118.2947627)"
2025,PICO BL ,AT,GENESSEE AV,AUTO,HW,August 01 2011,MON,,,3462.0,3730.0,7192.0,"(34.0509502, -118.3635008)"
2026,PICO BL ,AT,POINT VIEW ST,AUTO,HW,August 01 2011,MON,,,3210.0,4537.0,7747.0,"(34.0521415, -118.369921)"
2027,PICO BL ,AT,ALVARADO ST,AUTO,WR,November 29 2011,TUE,,,4155.0,3722.0,7877.0,"(34.0472577, -118.2827059)"
2028,PICO BL ,AT,NORMANDIE AV,AUTO,WR,November 28 2011,MON,,,4444.0,4076.0,8520.0,"(34.047226, -118.300023)"
2029,PICO BL ,AT,HARVARD BL,AUTO,WR,November 28 2011,MON,,,3891.0,4676.0,8567.0,"(34.0472187, -118.3041758)"
2030,PICO BL ,AT,LA BREA AV,MAN,EV,May 12 2011,THU,8744.0,,,,8744.0,"(34.0478728, -118.3446635)"
2031,PICO BL ,AT,FAIRFAX AV,AUTO,HW,August 01 2011,MON,,,4555.0,4331.0,8886.0,"(34.0514254, -118.3664171)"
2032,PICO BL ,AT,12 th AV,AUTO,EV,October 20 2011,THU,11848.0,,,,11848.0,"(34.0476298, -118.3245576)"
2033,PICO BL ,AT,PLYMOUTH BL,MAN,WV,January 20 2011,THU,,,14450.0,1001.0,15451.0,"(34.0481438, -118.3308479)"
2034,PICO BL ,AT,WEST BL,AUTO,EV,October 18 2011,TUE,12336.0,4232.0,,,16568.0,"(34.0484563, -118.3333956)"
2035,PICO BL ,AT,VALENCIA AV,MAN,CR,June 17 2011,FRI,,,7682.0,11158.0,18840.0,"(34.0437226, -118.2748942)"
2036,PICO BL ,AT,SAN VICENTE BL,AUTO,HW,September 30 2011,FRI,9003.0,10087.0,,,19090.0,"(34.0484944, -118.3392843)"
2037,PICO BL ,AT,STANLEY AV,AUTO,EV,May 05 2011,THU,12533.0,7235.0,,,19768.0,"(34.0502074, -118.361266)"
2038,PICO BL ,AT,MASSELIN AV,AUTO,EV,March 08 2011,TUE,10707.0,12209.0,,,22916.0,"(34.049278, -118.3583237)"
2039,PICO BL ,AT,HAUSER BL,MAN,WV,January 20 2011,THU,15364.0,14502.0,,,29866.0,"(34.0486643, -118.3568969)"
2040,PICO BL ,AT,OXFORD AV,AUTO,EV,May 04 2011,WED,20940.0,18261.0,,,39201.0,"(34.0472075, -118.3069489)"
2041,PICO BL ,AT,GRAMERCY PL,AUTO,EV,April 28 2011,THU,23541.0,23950.0,,,47491.0,"(34.0471834, -118.3130582)"
2042,PICO BL ,AT,MANHATTAN PL,MAN,WV,July 19 2011,TUE,27237.0,24184.0,,,51420.0,"(34.0471951, -118.3101747)"
2043,PICO BL (NORTH LEG),AT,KENMORE AV ,AUT,CR,April 09 2013,TUE,10436.0,11634.0,0.0,0.0,22070.0,"(34.0754477, -118.2968863)"
2044,PICO BL (NORTH LEG),AT,KENMORE AV,AUT,CR,April 10 2013,WED,10379.0,11873.0,0.0,0.0,22252.0,"(34.0754477, -118.2968863)"
2045,PICO BL (NORTH LEG),AT,KENMORE AV,AUT,CR,April 11 2013,THU,10624.0,12149.0,0.0,0.0,22773.0,"(34.0754477, -118.2968863)"
2046,PIER A WY,S/O,HENRY FORD AV,MAN,HW,November 01 2011,TUE,,,1177.0,68.0,1246.0,"(33.777573, -118.243151)"
2047,PLATT AV,AT,OXNARD ST,AUTO,WR,January 26 2011,WED,,,255.0,278.0,533.0,"(34.1792388, -118.6430317)"
2048,PLUMMER ST,AT,VAN NUYS BL,AUTO,WV,January 16 2013,WED,0.0,0.0,898.0,983.0,1881.0,"(34.2426785, -118.450255)"
2049,PLUMMER ST,AT,GEYSER AV,MAN,EV,September 15 2011,THU,,,5753.0,,5753.0,"(34.2427602, -118.5424892)"
2050,PLUMMER ST,AT,VANALDEN AV,MAN,EV,October 10 2011,THU,,,200.0,9033.0,9233.0,"(34.2427521, -118.5492214)"
2051,PLUMMER ST,AT,VAN NUYS BL,AUT,EV,February 06 2013,WED,4946.0,5275.0,0.0,0.0,10221.0,"(34.2426785, -118.450255)"
2052,PLUMMER ST,AT,RESEDA BL,AUT,EV,February 06 2013,WED,5705.0,8319.0,0.0,0.0,14024.0,"(34.242759, -118.5361092)"
2053,PLUMMER ST,AT,ORION AV,AUT,EV,April 22 2013,MON,8337.0,8902.0,0.0,0.0,17239.0,"(34.2428204, -118.4719033)"
2054,PRAIRIE ST,A,RESEDA BL,AUTO,EV,May 31 2011,TUE,8266.0,12678.0,,,20944.0,"(34.2391273, -118.5361042)"
2055,PRAIRIE ST,AT,RESEDA BL,AUTO,EV,September 28 2011,WED,,,11471.0,10846.0,22317.0,"(34.2391273, -118.5361042)"
2056,PRAIRIE ST,W/O,CORBIN AV,AUTO,EV,March 29 2011,TUE,,,10283.0,13523.0,23806.0,"(34.2391179, -118.5623368)"
2057,PRAIRIE ST,AT,RESEDA BL,MAN,EV,April 28 2011,THU,,,9414.0,15968.0,25382.0,"(34.2391273, -118.5361042)"
2058,PRESIDENT ST,AT,ANAHEIM ST,AUTO,SR,April 08 2014,TUE,0.0,0.0,444.0,152.0,596.0,"(33.7787681, -118.2846668)"
2059,R ST,AT,BROAD AV,AUTO,SR,September 09 2013,MON,309.0,278.0,0.0,0.0,587.0,"(33.7898878, -118.2619356)"
2060,R ST,AT,ISLAND AV,AUTO,SR,January 13 2014,MON,394.0,214.0,0.0,0.0,608.0,"(34.093143, -118.338242)"
2061,R ST,AT,MARINE AV,AUTO,SR,May 13 2014,TUE,622.0,299.0,0.0,0.0,921.0,"(34.0514719, -118.2516573)"
2062,R st,AT,WILMINGTON AV,MAN,SR,April 02 2013,TUE,830.0,200.0,0.0,0.0,1030.0,"(33.9239691, -118.2393966)"
2063,R ST,AT,WILMINGTON BL,AUT,SR,March 21 2013,THU,737.0,389.0,0.0,0.0,1126.0,"(33.7968692, -118.2752561)"
2064,RADFORD AV,AT,MAGNOLIA BL,MAN,EV,May 02 2013,THU,0.0,0.0,150.0,667.0,817.0,"(34.1648946, -118.3921601)"
2065,RADFORD AV,N/O,VALLEY HEART DR,AUTO,EV,October 03 2011,MON,,,10444.0,12028.0,22472.0,"(34.14729, -118.3921123)"
2066,RAMSGATE AV ,S/O,INTERCEPTOR ST,AUTO,EV,October 12 2011,WED,,,10668.0,9607.0,20275.0,"(33.95524109999999, -118.3826846)"
2067,RAYEN ST,W/O,VAN NUYS BL,AUTO,EV,October 13 2011,THU,,,11274.0,10192.0,21466.0,"(34.2317932, -118.4502749)"
2068,RAYEN ST,AT,VAN NUYS BL,AUTO,EV,October 18 2011,TUE,,,11813.0,12785.0,24598.0,"(34.2317932, -118.4502749)"
2069,RAYEN ST,A,RESEDA BL,AUTO,CR,December 15 2011,THU,12934.0,16351.0,,,29285.0,"(34.2318985, -118.5361041)"
2070,RAYEN ST,AT,RESEDA BL,AUTO,CR,December 15 2011,THU,18244.0,21302.0,,,39546.0,"(34.2318985, -118.5361041)"
2071,RAYMOND AV,N/O,186 th ST,AUTO,CR,December 15 2011,THU,11589.0,16151.0,,,27740.0,"(33.8620017, -118.2966428)"
2072,READING AV,S/O,INTERCEPTOR ST,AUTO,CR,December 21 2011,WED,14454.0,18356.0,,,32810.0,"(33.9552424, -118.381603)"
2073,REDESDALE AV,S/O,W SILVERLAKE DR  south jog,AUTO,EV,October 11 2011,TUE,,,8611.0,11421.0,20032.0,"(34.0930403, -118.2676679)"
2074,REDESDALE AV,N/O,W SILVERLAKE DR  north jog,AUTO,EV,September 28 2011,WED,,,14901.0,13897.0,28798.0,"(34.0930403, -118.2676679)"
2075,REDONDO BL,AT,VENICE BL,MAN,EV,July 26 2011,TUE,,,1690.0,,1690.0,"(34.0452765, -118.3503809)"
2076,REDONDO BL,AT,WESTHAVEN ST,AUTO,CR,January 12 2011,WED,,,3724.0,2102.0,5826.0,"(34.0301011, -118.3573102)"
2077,REDONDO BL,AT,EDGEWOOD PL,MAN,CR,May 11 2011,WED,,,4839.0,5097.0,9936.0,"(34.0545919, -118.3465827)"
2078,REDONDO BL,N/O,JEFFERSON BL,AUTO,CR,December 15 2011,CR,14115.0,13216.0,,,27331.0,"(34.0254935, -118.359133)"
2079,REDONDO BL,AT,PACKARD ST,MAN,EV,July 27 2011,WED,,,16553.0,16871.0,33424.0,"(34.0500208, -118.3484846)"
2080,RENNIE AV   ( EAST JOG ),AT,ROSE AV,MAN,WR,February 25 2014,TUE,0.0,0.0,247.0,0.0,247.0,"(33.9985609, -118.4731805)"
2081,RENNIE AV   ( WEST JOG ),AT,ROSE AV,MAN,WR,February 25 2014,TUE,0.0,0.0,0.0,273.0,273.0,"(33.9985609, -118.4731805)"
2082,RESEDA BL,AT,PRAIRIE ST,AUTO,CR,October 13 2011,THU,287.0,613.0,,,900.0,"(34.2391273, -118.5361042)"
2083,RESEDA BL,A,VANOWEN ST,AUTO,CR,October 13 2011,THU,,,215.0,1026.0,1241.0,"(34.1938616, -118.5360554)"
2084,RESEDA BL,AT,KITTRIDGE ST,AUTO,CR,October 13 2011,THU,,,878.0,1043.0,1921.0,"(34.190496, -118.5360517)"
2085,RESEDA BL,AT,RAYEN ST,AUTO,CR,October 13 2011,THU,,,1062.0,1301.0,2363.0,"(34.2318985, -118.5361041)"
2086,RESEDA BL,AT,PRAIRIE ST,AUT,CR,January 29 2013,TUE,0.0,0.0,4385.0,3866.0,8251.0,"(34.2391273, -118.5361042)"
2087,RESEDA BL,AT,SUPERIOR ST,AUT,CR,January 30 2013,WED,0.0,0.0,6194.0,3044.0,9238.0,"(34.2463864, -118.5361106)"
2088,RESEDA BL,AT,PLUMMER ST,AUTO,CR,January 11 2013,FRI,0.0,0.0,4073.0,5296.0,9369.0,"(34.242759, -118.5361092)"
2089,RESEDA BL,AT,DEVONSHIRE ST,AUTO,CR,June 13 2011,MON,,,1449.0,11538.0,12987.0,"(34.25728030000001, -118.536102)"
2090,RESEDA BL,AT,LASSEN ST,AUT,CR,January 30 2013,WED,0.0,0.0,9185.0,6151.0,15336.0,"(34.25002240000001, -118.5361089)"
2091,RESEDA BL,AT,NORDHOFF ST,AUTO,CR,January 29 2013,TUE,0.0,0.0,1433.0,14241.0,15674.0,"(34.2355032, -118.5361071)"
2092,RESEDA BL,AT,NORDHOFF ST,AUT,CR,January 30 2013,WED,0.0,0.0,11289.0,8049.0,19338.0,"(34.2355032, -118.5361071)"
2093,RESEDA BL,AT,PRAIRIE ST,AUT,CR,January 30 2013,WED,0.0,0.0,14226.0,11268.0,25534.0,"(34.2391273, -118.5361042)"
2094,RESEDA BL,AT,MAYALL ST,AUT,CR,January 29 2013,TUE,0.0,0.0,12762.0,13285.0,26047.0,"(34.2532813, -118.5361162)"
2095,RESEDA BL,AT,LEMARSH ST,MAN,WV,November 06 2013,WED,0.0,0.0,19094.0,18234.0,37328.0,"(34.2554557, -118.5361135)"
2096,REVERE AV,AT,DOVER ST,AUTO,CR,October 14 2011,FRI,530.0,1497.0,,,2027.0,"(34.1240373, -118.2621865)"
2097,RIMPAU BL,AT,PICO BL,MAN,CR,November 22 2011,TUE,,,905.0,,905.0,"(34.0487506, -118.3369118)"
2098,RIMPAU BL,AT,3 rd ST,AUTO,CR,October 17 2011,WED,,,1241.0,867.0,2108.0,"(34.0689316, -118.3303636)"
2099,RIMPAU BL,AT,4 th ST,AUTO,CR,October 17 2011,MON,,,1415.0,1060.0,2475.0,"(34.0666273, -118.3303548)"
2100,RIMPAU BL,AT,17th ST,AUTO,HW,May 20 2014,TUE,0.0,0.0,2270.0,2989.0,5259.0,"(34.0448816, -118.3411629)"
2101,RIMPAU BL,AT,9 th ST,AUTO,CR,June 03 2011,FRI,,,3959.0,3646.0,7605.0,"(34.0589372, -118.332937)"
2102,RIMPAU BL,AT,6 th ST,AUTO,CR,June 02 2011,THU,,,7173.0,5278.0,12451.0,"(34.0639977, -118.3315763)"
2103,RIMPAU BL,AT,EDGEWOOD PL,MAN,HW,March 21 2011,MON,9992.0,9969.0,,,19961.0,"(34.0544453, -118.3347263)"
2104,RIMPAU BL,AT,WILSHIRE BL,AUTO,EV,May 09 2011,MON,10011.0,10534.0,,,20545.0,"(34.0619874, -118.3317318)"
2105,RINALDI ST,AT,RONALD REAGAN FWY WB RAMP,AUTO,EV,May 09 2011,MON,7770.0,9543.0,,,17313.0,"(34.27868170000001, -118.5272263)"
2106,RIPPLE ST,AT,GILROY ST,AUTO,HW,February 25 2014,TUE,2400.0,2569.0,0.0,0.0,4969.0,"(34.106156, -118.2517797)"
2107,RIVERSIDE DR,AT,LANKERSHIM BL,AUTO,EV,May 12 2011,THU,1622.0,9424.0,,,11046.0,"(34.1522799, -118.3670144)"
2108,RIVERSIDE DR,AT,VAN NUYS BL,AUTO,EV,May 25 2011,WED,7498.0,6804.0,,,14302.0,"(34.1580279, -118.4487212)"
2109,RIVERSIDE DR,AT,FLETCHER DR,MAN,CR,August 14 2013,WED,7233.0,10998.0,0.0,0.0,18231.0,"(34.1059686, -118.2565535)"
2110,RIVERSIDE DR,AT,GLENDALE BL,MAN,HW,March 18 2014,TUE,6042.0,13299.0,0.0,0.0,19341.0,"(34.1110139, -118.2649584)"
2111,RIVERSIDE DR,AT,VAN NUYS BL,AUTO,EV,May 10 2011,MON,10801.0,11618.0,,,22419.0,"(34.1580279, -118.4487212)"
2112,RIVIERA AV  ,AT,GRAND AV,MAN,WR,May 15 2013,WED,0.0,0.0,2235.0,1410.0,3645.0,"(33.988186, -118.4687994)"
2113,RODEO PL,AT,CRENSHAW BL,MAN,EV,May 26 2011,THU,1687.0,9172.0,,,10859.0,"(34.0198954, -118.3351497)"
2114,RODEO RD,AT,CRENSHAW BL,AUT,EV,January 30 2013,WED,6438.0,6635.0,0.0,0.0,13073.0,"(34.0214575, -118.3351472)"
2115,RODNEY DR / LYMAN PL,AT,HOLLYWOOD BL,MAN,HW,May 21 2013,TUE,0.0,0.0,1053.0,559.0,1612.0,"(34.0993779, -118.2889601)"
2116,ROKEBY ST,S/O,WAVERLY DR,AUTO,HW,October 07 2013,MON,0.0,0.0,822.0,98.0,920.0,"(34.1083781, -118.2638919)"
2117,ROMAINE ST,AT,WILCOX AV,AUTO,HW,April 16 2014,WED,721.0,1161.0,0.0,0.0,1882.0,"(34.0889287, -118.330996)"
2118,ROMAINE ST,AT,HUDSON AV,AUTO,HW,May 01 2014,THU,995.0,1161.0,0.0,0.0,2156.0,"(34.0889304, -118.3320904)"
2119,RONALD REAGAN FWY WB RAMP,AT,RINALDI ST,AUTO,WR,February 10 2011,THU,,,9321.0,8669.0,17990.0,"(34.2746393, -118.5396133)"
2120,RONALD REGAN FWY  EB OFF  RAMP,AT,SEPULVEDA BL,AUTO,WR,February 10 2011,THU,,,15200.0,15189.0,30389.0,"(34.2691446, -118.433308)"
2121,RONALD REGAN FWY  EB ON/OFF  RAMP,AT,SAN FERNANDO RD,AUTO,WR,February 10 2011,THU,,,9445.0,9748.0,19193.0,"(34.2777517, -118.510292)"
2122,RONALD REGAN FWY  WB OFF  RAMP,AT,SEPULVEDA BL,AUTO,HW,November 03 2011,THU,478.0,689.0,,,1167.0,"(34.2691446, -118.433308)"
2123,RONAN AV,AT,SANDISON ST,AUTO,SR,February 04 2014,TUE,0.0,0.0,440.0,287.0,727.0,"(33.7928027, -118.2730729)"
2124,RONDOUT ST,E/O,N SPRING ST,AUTO,EV,January 04 2011,TUE,,,26546.0,21737.0,48283.0,"(34.066939, -118.2322398)"
2125,RONDOUT/ELMYRA STS,AT,N SPRING ST,AUTO,EV,April 12 2011,TUE,,,22365.0,22111.0,44476.0,"(34.055396, -118.2421954)"
2126,ROSCOE BL,W/O,LANKERSHIM BL,AUTO,EV,January 22 2014,WED,14075.0,14548.0,0.0,0.0,28623.0,"(34.2220313, -118.3873359)"
2127,ROSCOE BL,AT,VAN NUYS BL,AUTO,EV,March 24 2014,MON,21255.0,21097.0,0.0,0.0,42352.0,"(34.2215345, -118.4487825)"
2128,ROSCOE BL,AT,SEPULVEDA BL,AUTO,EV,April 12 2011,TUE,,,21913.0,20561.0,42474.0,"(34.22142669999999, -118.4677605)"
2129,ROSCOE BL,AT,MAMMOTH AV,AUTO,EV,January 22 2014,WED,21256.0,21510.0,0.0,0.0,42766.0,"(34.2216663, -118.4341162)"
2130,ROSCOE BL,AT,SEPULVEDA BL,AUTO,EV,March 24 2014,MON,20308.0,23081.0,0.0,0.0,43389.0,"(34.22142669999999, -118.4677605)"
2131,ROSCOE BL,AT,HAZELTINE AV,AUTO,EV,March 25 2014,TUE,21256.0,23389.0,0.0,0.0,44645.0,"(34.2216332, -118.4404559)"
2132,ROSCOE BL,AT,WOODLEY AV,AUTO,EV,April 13 2011,WED,,,21684.0,23164.0,44848.0,"(34.22134, -118.4836862)"
2133,ROSCOE BL,E/O,HASKELL AV,AUTO,EV,March 25 2014,TUE,28283.0,31025.0,0.0,0.0,59308.0,"(34.221373, -118.4764624)"
2134,ROSCOE BL ,AT,BRIMFIELD AV,MAN,EV,May 30 2013,THU,143.0,830.0,0.0,0.0,973.0,"(34.2214776, -118.4588293)"
2135,ROSCOE BL ,AT,VAN NUYS BL,AUTO,EV,April 19 2011,TUE,,,19574.0,20578.0,40152.0,"(34.2215345, -118.4487825)"
